titles,box_office,total
Midnight Special,3.71228200000,3712282
Metallica Through the Never,3.41996700000,3419967
Anything Else,3.20304400000,3203044
Unforgettable,2.48379000000,2483790
Das Weisse Band: Eine deutsche Kindergeschichte,2.22286200000,2222862
Phantom,1.03458900000,1034589
The Salton Sea,0.67669800000,676698
The Informers,0.31500000000,315000
One Man's Hero,0.22931100000,229311
Carlos,0.14552600000,145526
Renaissance,0.07064400000,70644
I Come with the Rain,0.00000000000,0
I Am Wrath,0.00000000000,0
Day of the Dead,0.00000000000,0
The Prince,0.00000000000,0
Wolves,0.00000000000,0
Forsaken,0.00000000000,0
Red Sonja,6.90586100000,6905861
Red Lights,0.04952100000,49521
Superbad,121.46322600000,121463226
Madea Goes To Jail,90.50833600000,90508336
Step Up 2 the Streets,58.01778300000,58017783
Hoodwinked,51.38661100000,51386611
Hitman,39.68769400000,39687694
Hotel Rwanda,23.51912800000,23519128
Beerfest,19.18518400000,19185184
Black Nativity,7.01818800000,7018188
City of Ghosts,0.32549100000,325491
Taxi 4,0.00000000000,0
The Others,96.52268700000,96522687
Aliens,85.16024800000,85160248
Let’s Be Cops,82.39077400000,82390774
I Know What You Did Last Summer,72.25009100000,72250091
My Fair Lady,72.00000000000,72000000
Sideways,71.50230300000,71502303
The Best Man Holiday,70.52519500000,70525195
Friday the 13th,65.00201900000,65002019
Pitch Perfect,65.00109300000,65001093
Halloween: H2O,55.04173800000,55041738
Evil Dead,54.23985600000,54239856
Jet Li's Hero,53.65214000000,53652140
Saw 3D,45.71017800000,45710178
"McFarland, USA",44.48027500000,44480275
The Hills Have Eyes,41.77886300000,41778863
40 Days and 40 Nights,37.93978200000,37939782
Good Boy!,37.66774600000,37667746
Smokin' Aces,35.66273100000,35662731
A Night at the Roxbury,30.33116500000,30331165
Beastly,27.86557100000,27865571
Brooklyn's Finest,27.16359300000,27163593
Tron,26.91857600000,26918576
Lottery Ticket,24.71987900000,24719879
Dickie Roberts: Former Child Star,22.73448600000,22734486
ATL,21.17056300000,21170563
Summer Catch,19.69389100000,19693891
A Simple Plan,16.31627300000,16316273
Larry the Cable Guy: Health Inspector,15.68009900000,15680099
Wes Craven Presents: They,12.84084200000,12840842
The Adventures of Elmo in Grouchland,11.63445800000,11634458
Superman IV: The Quest for Peace,11.22782400000,11227824
55 Days at Peking,10.00000000000,10000000
My Life in Ruins,8.66520600000,8665206
American Dreamz,7.31402700000,7314027
How She Move,7.07064100000,7070641
Running Scared,6.85513700000,6855137
The Apparition,4.93681900000,4936819
Bobby Jones: Stroke of Genius,2.69407100000,2694071
Shanghai Surprise,2.31500000000,2315000
L'illusionniste,2.23147400000,2231474
Roar,2.11005000000,2110050
Veronica Guerin,1.56991800000,1569918
Southland Tales,0.27538000000,275380
Escobar: Paradise Lost,0.19579200000,195792
Chasseurs de dragons,0.00000000000,0
Damnation Alley,0.00000000000,0
The Young Messiah,6.46981300000,6469813
FUR: An Imaginary Portrait of Diane Arbus,0.22320200000,223202
My Girl,58.01148500000,58011485
Wall Street,43.84810000000,43848100
Sense and Sensibility,42.99377400000,42993774
The Illusionist,39.86864200000,39868642
Becoming Jane,18.66391100000,18663911
House of Sand and Fog,13.00548500000,13005485
Sydney White,11.89241500000,11892415
Arn - Tempelriddaren,0.00000000000,0
Dead Poets Society,95.86011600000,95860116
Dumb & Dumber,127.17537400000,127175374
When Harry Met Sally…,92.82354600000,92823546
Road Trip,68.52560900000,68525609
The Verdict,53.97725000000,53977250
Varsity Blues,52.89416900000,52894169
Moonrise Kingdom,45.51246600000,45512466
The Artist,44.66709500000,44667095
The Unborn,42.67041000000,42670410
The Master of Disguise,40.36353000000,40363530
The Texas Chainsaw Massacre: The Beginning,39.51776300000,39517763
El Laberinto del Fauno,37.63461500000,37634615
The Roommate,37.30010700000,37300107
The Messengers,35.37483300000,35374833
See Spot Run,33.35747600000,33357476
Double Impact,29.09044500000,29090445
Baby Boy,28.73455200000,28734552
Joe Dirt,27.08769500000,27087695
The Women,26.90207500000,26902075
Hot Fuzz,23.61878600000,23618786
Vicky Cristina Barcelona,23.21670900000,23216709
Boys and Girls,21.79965200000,21799652
Léon,19.28497400000,19284974
Remember Me,19.06824000000,19068240
White Oleander,16.35777000000,16357770
Jennifer's Body,16.20479300000,16204793
Drowning Mona,15.42719200000,15427192
Radio Days,14.79277900000,14792779
How to Deal,14.10851800000,14108518
Left Behind,14.01992400000,14019924
Soul Plane,13.92221100000,13922211
My Stepmother Is an Alien,13.85400000000,13854000
People Like Us,12.43179200000,12431792
The Thirteenth Floor,11.81085400000,11810854
The Cookout,11.54011200000,11540112
Meteor,8.40000000000,8400000
Highlander,5.90000000000,5900000
Hollywood Ending,4.83938300000,4839383
Duets,4.73423500000,4734235
Detroit Rock City,4.21711500000,4217115
Things We Lost in the Fire,3.28731500000,3287315
The Homesman,2.42998900000,2429989
Trance,2.32259300000,2322593
The Immigrant,2.01345600000,2013456
Steel,1.68642900000,1686429
The White Countess,1.66997100000,1669971
Bienvenue chez les Ch'tis,1.47765000000,1477650
"Men, Women and Children",0.70590800000,705908
Enter the Void,0.33799700000,337997
Good,0.03163100000,31631
Vamps,0.00336100000,3361
Haeundae,0.00000000000,0
Hachiko: A Dog's Story,0.00000000000,0
Zulu,0.00000000000,0
Juwanna Mann,13.57181700000,13571817
La Môme,10.29978200000,10299782
Ararat,1.69300000000,1693000
Slow Burn,1.23761500000,1237615
Madison,0.51726200000,517262
The Yellow Handkerchief,0.31862300000,318623
Wasabi,0.08152500000,81525
Slither,7.80245000000,7802450
Home Alone,285.76124300000,285761243
Beverly Hills Cop,234.76047800000,234760478
Top Gun,179.80060100000,179800601
Tootsie,177.20000000000,177200000
3 Men and a Baby,167.78096000000,167780960
The King’s Speech,138.79744900000,138797449
American Beauty,130.05804700000,130058047
"Crouching Tiger, Hidden Dragon",128.06780800000,128067808
Twins,111.93638800000,111936388
Scream,103.04666300000,103046663
Jackass Presents: Bad Grandpa,102.00301900000,102003019
The Color Purple,93.58970100000,93589701
The Imitation Game,91.12514300000,91125143
Beetle Juice,73.32666600000,73326666
Ben-Hur,73.00000000000,73000000
Mama,71.62818000000,71628180
Private Benjamin,69.84734800000,69847348
Coal Miner's Daughter,67.18278700000,67182787
Lethal Weapon,65.19235000000,65192350
Diary of a Wimpy Kid,64.00362500000,64003625
National Lampoon’s Vacation,61.40000000000,61400000
Halloween,58.26915100000,58269151
The Queen,56.44171100000,56441711
Why Did I Get Married?,55.20452500000,55204525
The Woman in Black,54.33329000000,54333290
Little Women,50.00330300000,50003303
The Deer Hunter,50.00000000000,50000000
When a Stranger Calls,47.86021400000,47860214
Big Fat Liar,47.81127500000,47811275
Cop Land,44.90663200000,44906632
Wag the Dog,43.05747000000,43057470
Snitch,42.93046200000,42930462
The Lizzie McGuire Movie,42.73445500000,42734455
Krampus,42.72547500000,42725475
End of Watch,41.00337100000,41003371
The Faculty,40.28332100000,40283321
What's Love Got to Do With It,39.10095600000,39100956
Not Another Teen Movie,37.88255100000,37882551
Wild,37.88035600000,37880356
Lawrence of Arabia,37.49538500000,37495385
The Theory of Everything,35.89353700000,35893537
Drive,35.06068900000,35060689
The Skulls,35.00718000000,35007180
Hawaii,34.56222200000,34562222
Malibu's Most Wanted,34.30890100000,34308901
All About Steve,33.86290300000,33862903
Where the Heart Is,33.77117400000,33771174
Halloween 2,33.39297300000,33392973
The Last House on the Left,32.75221500000,32752215
Because of Winn-Dixie,32.64704200000,32647042
The Wedding Date,31.72699500000,31726995
The Princess Bride,30.85700000000,30857000
Halloween: Resurrection,30.25965200000,30259652
The Great Debaters,30.22614400000,30226144
When the Game Stands Tall,30.12796300000,30127963
Clash of the Titans,30.00000000000,30000000
Confessions of a Teenage Drama Queen,29.33106800000,29331068
The Object of my Affection,29.14592400000,29145924
28 Weeks Later,28.63891600000,28638916
Grosse Pointe Blank,28.08435700000,28084357
Love and Basketball,27.44112200000,27441122
Book of Shadows: Blair Witch 2,26.42131400000,26421314
Boogie Nights,26.41077100000,26410771
Ramona and Beezus,26.16700200000,26167002
The November Man,25.01811900000,25018119
The Craft,24.76946600000,24769466
Match Point,23.08992600000,23089926
The Remains of the Day,22.95496800000,22954968
Nowhere to Run,22.18903900000,22189039
Urban Legends: Final Cut,21.46880700000,21468807
The Place Beyond the Pines,21.40351900000,21403519
Flicka,21.00014700000,21000147
The Hills Have Eyes II,20.80416600000,20804166
Keanu,20.59185300000,20591853
Country Strong,20.21892100000,20218921
Tuck Everlasting,19.16199900000,19161999
The Marine,18.84478400000,18844784
Disturbing Behavior,17.50736800000,17507368
The Big Lebowski,17.49880400000,17498804
A Most Wanted Man,17.23785500000,17237855
The Hurt Locker,17.01781100000,17017811
Eye of the Beholder,16.50078600000,16500786
The Man with the Iron Fists,15.63409000000,15634090
Firestarter,15.13687000000,15136870
Killing Them Softly,14.94554100000,14945541
Freddy Got Fingered,14.24900500000,14249005
One Day,13.84377100000,13843771
De-Lovely,13.33729900000,13337299
Whip It,13.04336300000,13043363
The Pirates Who Don't Do Anything: A VeggieTales Movie,12.98126900000,12981269
U2 3D,12.89884700000,12898847
Highlander: Endgame,12.80119000000,12801190
Idlewild,12.66991400000,12669914
Confidence,12.21241700000,12212417
Knockaround Guys,11.66018000000,11660180
The Muse,11.61495400000,11614954
Barney's Great Adventure,11.15647100000,11156471
New York Stories,10.76346900000,10763469
Home Fries,10.51397900000,10513979
Here on Earth,10.49414700000,10494147
Raise Your Voice,10.41198000000,10411980
Brazil,9.92913500000,9929135
The Dark Half,9.57906800000,9579068
Black Snake Moan,9.39687000000,9396870
Dark Blue,9.23747000000,9237470
Peeples,9.17706500000,9177065
A Mighty Heart,9.17678700000,9176787
Brainstorm,8.92105000000,8921050
Whatever it Takes,8.73552900000,8735529
Boat Trip,8.58637600000,8586376
The Importance of Being Earnest,8.37814100000,8378141
The Love Letter,8.32260800000,8322608
Hoot,8.11763700000,8117637
In Bruges,7.80082500000,7800825
Promised Land,7.59789800000,7597898
Mulholland Drive,7.21957800000,7219578
The Rocker,6.40952800000,6409528
Post Grad,6.38001900000,6380019
Whatever Works,5.30670600000,5306706
The In Crowd,5.21749800000,5217498
Los tres entierros de Melquiades Estrada,5.02768400000,5027684
Jakob the Liar,4.95640100000,4956401
Se jie,4.60498200000,4604982
"Kiss Kiss, Bang Bang",4.23583700000,4235837
Idle Hands,4.02374100000,4023741
Scout's Guide to the Zombie Apocalypse,3.70304600000,3703046
Blood and Chocolate,3.52658800000,3526588
You Will Meet a Tall Dark Stranger,3.24781600000,3247816
Never Let Me Go,2.43465200000,2434652
The Company,2.28158500000,2281585
Transsiberian,2.20364100000,2203641
Crazy in Alabama,1.95420200000,1954202
The Clan of the Cave Bear,1.95373200000,1953732
Funny Games,1.29464000000,1294640
Banlieue 13,1.20021600000,1200216
Felicia's Journey,0.82429500000,824295
Metropolis,0.67341400000,673414
Nie yin niang,0.63254200000,632542
Things to Do in Denver when You're Dead,0.52976600000,529766
The Reluctant Fundamentalist,0.52873100000,528731
The Return,0.50175200000,501752
Buffalo Soldiers,0.35374300000,353743
Steal (Canadian Release),0.22094400000,220944
Centurion,0.12357000000,123570
Ong-Bak 2,0.10245800000,102458
Silent Trigger,0.07638200000,76382
Midnight Meat Train,0.07354800000,73548
Winnie Mandela,0.06184700000,61847
The Son of No One,0.03068000000,30680
All the Queen's Men,0.02272300000,22723
The Good Night,0.02244100000,22441
Khumba,0.00000000000,0
Chiamatemi Francesco - Il papa della gente,0.00000000000,0
Bathory,0.00000000000,0
Dungeons & Dragons: Wrath of the Dragon God,0.00000000000,0
Automata,0.00000000000,0
Broken Horses,0.00000000000,0
Pandaemonium,0.00000000000,0
Shinjuku Incident,0.00000000000,0
In Dubious Battle,0.00000000000,0
Groundhog Day,70.90697300000,70906973
Magic Mike XXL,66.01305700000,66013057
Romeo+Juliet,46.33872800000,46338728
Elle s'appelait Sarah,7.69170000000,7691700
Freedom,0.00000000000,0
Unforgiven,101.15744700000,101157447
Manderlay,0.07420500000,74205
Pretty Woman,178.40626800000,178406268
Fatal Attraction,156.64569300000,156645693
Slumdog Millionaire,141.31992800000,141319928
Towering Inferno,116.00000000000,116000000
Crocodile Dundee 2,109.30621000000,109306210
Born on the Fourth of July,70.00169800000,70001698
Cool Runnings,68.85626300000,68856263
Stomp the Yard,61.35622100000,61356221
My Bloody Valentine,51.54595200000,51545952
The Possession,49.13058800000,49130588
First Blood,47.21290400000,47212904
The Spy Who Loved Me,46.80000000000,46800000
Urban Legend,38.11670700000,38116707
Taps,35.85605300000,35856053
Tyler Perry's Good Deeds,35.02579100000,35025791
White Fang,34.72909100000,34729091
Dangerous Liaisons,34.70000000000,34700000
Superstar,30.62898100000,30628981
The Iron Lady,29.95943600000,29959436
Poetic Justice,27.45045300000,27450453
Jonah: A VeggieTales Movie,25.57135100000,25571351
All About the Benjamins,25.48293100000,25482931
Exorcist II: The Heretic,25.01100000000,25011000
Our Family Wedding,20.25528100000,20255281
Vampire in Brooklyn,19.63714700000,19637147
An American Haunting,16.29804600000,16298046
My Boss's Daughter,15.54970200000,15549702
A Perfect Getaway,15.51546000000,15515460
Thinner,15.17147500000,15171475
Dead Man on Campus,15.06494800000,15064948
Tea with Mussolini,14.39587400000,14395874
"New York, New York",13.80000000000,13800000
Jason X,13.12155500000,13121555
Crooklyn,13.02417000000,13024170
I Think I Love My Wife,12.55977100000,12559771
Hot Tub Time Machine 2,12.31465100000,12314651
Bobby,11.24280100000,11242801
Head Over Heels,10.39736500000,10397365
Fun Size,9.40953800000,9409538
Lost and Found,6.55225500000,6552255
Le Scaphandre et le Papillon,5.99007500000,5990075
Little Children,5.46301900000,5463019
Gossip,5.10882000000,5108820
A Walk on the Moon,4.74198700000,4741987
Catch a Fire,4.29977300000,4299773
Mr. Turner,3.95854600000,3958546
Soul Survivors,3.10065000000,3100650
Easy Virtue,2.65678400000,2656784
Jefferson in Paris,2.46162800000,2461628
Flipped,1.75521200000,1755212
Caravans,1.00000000000,1000000
Les herbes folles,0.40395200000,403952
Amen,0.27429900000,274299
The Lucky Ones,0.26696700000,266967
Margaret,0.04718500000,47185
Reign of Assassins,0.00000000000,0
Stan Helsing: A Parody,0.00000000000,0
Brokeback Mountain,83.04376100000,83043761
Clueless,56.59847600000,56598476
Teenage Mutant Ninja Turtles,135.26591500000,135265915
The Ten Commandments,80.00000000000,80000000
Far From Heaven,15.90184900000,15901849
Seven Psychopaths,15.02404900000,15024049
Quills,7.06087600000,7060876
The Border,6.11868300000,6118683
Downfall,5.50194000000,5501940
The Caveman's Valentine,0.68708100000,687081
The Last Godfather,0.16424700000,164247
Under the Skin,2.61425100000,2614251
Mar adentro,2.08634500000,2086345
No Good Deed,52.54363200000,52543632
Good Morning Vietnam,123.92237000000,123922370
Black Swan,106.95467800000,106954678
Save the Last Dance,91.03827600000,91038276
Justin Bieber: Never Say Never,73.01391000000,73013910
Miracles from Heaven,61.70512300000,61705123
Snow Day,60.00830300000,60008303
The Butterfly Effect,57.92467900000,57924679
The Godfather: Part II,57.30000000000,57300000
The Shallows,55.12162300000,55121623
RoboCop,53.42468100000,53424681
A Nightmare on Elm Street 4: The Dream Master,49.36989900000,49369899
This Christmas,49.12193400000,49121934
About Last Night,48.63768400000,48637684
"Dude, Where's My Car?",46.72937400000,46729374
Young Guns,44.72664400000,44726644
St. Vincent,44.13771200000,44137712
Earth to Echo,38.93484200000,38934842
10 Things I Hate About You,38.17796600000,38177966
The New Guy,28.97218700000,28972187
Loaded Weapon 1,27.97939900000,27979399
Baby Geniuses,27.15149000000,27151490
The Big Hit,27.06694100000,27066941
Child's Play 2,26.90457200000,26904572
Harriet the Spy,26.57004800000,26570048
21 and Over,25.68238000000,25682380
The Mist,25.59375500000,25593755
Ex Machina,25.44097100000,25440971
Being John Malkovich,22.85892600000,22858926
Two Can Play That Game,22.23590100000,22235901
Eye in the Sky,18.70459600000,18704596
Admission,18.00731700000,18007317
The Perks of Being a Wallflower,17.74294800000,17742948
crazy/beautiful,16.92912300000,16929123
54,16.75716300000,16757163
Room,14.67767400000,14677674
Letters from Iwo Jima,13.75608200000,13756082
Män som hatar kvinnor,12.74999200000,12749992
The Astronaut Farmer,11.00364300000,11003643
Dirty Work,10.02008100000,10020081
Woo,8.06497200000,8064972
Serial Mom,7.88133500000,7881335
Dick,6.27686900000,6276869
Light It Up,5.87160300000,5871603
Bubble Boy,5.00231000000,5002310
Birthday Girl,4.91989600000,4919896
"Paris, je t'aime",4.85737400000,4857374
Resurrecting the Champ,3.17238200000,3172382
Chloe,3.07525500000,3075255
The Widow of St. Pierre,3.05838000000,3058380
Faithful,2.10443900000,2104439
Un Prophète,2.08772000000,2087720
"I Love You, Phillip Morris",2.03745900000,2037459
The Vatican Tapes,1.78476300000,1784763
Find Me Guilty,1.17367300000,1173673
Excessive Force,1.15211700000,1152117
Infamous,1.15133000000,1151330
Attack the Block,1.02417500000,1024175
Brothers,0.65668800000,656688
The Claim,0.62202300000,622023
In The Land of Blood and Honey,0.30387700000,303877
The Killer Inside Me,0.21727700000,217277
Womb,0.00000000000,0
The Call,51.87237800000,51872378
Operation Chromite,1.02272000000,1022720
Crocodile Hunter: Collision Course,28.43693100000,28436931
Machete,26.59364600000,26593646
Antwone Fisher,21.07814500000,21078145
La Guerre du feu,20.95958500000,20959585
The Emperor's Club,14.06095000000,14060950
True Romance,12.28100000000,12281000
Sorority Row,11.96528200000,11965282
Glengarry Glen Ross,10.72522800000,10725228
The Boy in the Striped Pajamas,9.04615600000,9046156
Cat People,7.00000000000,7000000
The Prisoner of Zenda,7.00000000000,7000000
Conviction,6.79769600000,6797696
Lars and the Real Girl,5.95648000000,5956480
Solitary Man,4.36054800000,4360548
Dancer in the Dark,4.15749100000,4157491
Casino Jack,2.03986900000,2039869
Oscar and Lucinda,1.61295700000,1612957
The Funeral,1.21279900000,1212799
Tae Guik Gi: The Brotherhood of War,1.11018600000,1110186
The Perfect Game,1.08944500000,1089445
Ernest et Celestine,0.29256200000,292562
A Little Bit of Heaven,0.01001100000,10011
The Land Before Time,48.09284600000,48092846
Jaws,260.00000000000,260000000
The Exorcist,202.34734600000,202347346
The Fault in Our Stars,124.87235000000,124872350
American Pie,101.80094800000,101800948
Think Like a Man,91.54720500000,91547205
Heaven is for Real,91.38609700000,91386097
The Golden Child,79.81793700000,79817937
Star Trek II: The Wrath of Khan,78.91296300000,78912963
Barbershop,75.78164200000,75781642
WarGames,74.43383700000,74433837
Ace Ventura: Pet Detective,72.21739600000,72217396
Act of Valor,70.01284700000,70012847
Witness,65.53257600000,65532576
Step Up,65.32812100000,65328121
Chronicle,64.57517500000,64575175
Beavis and Butt-head Do America,63.11838600000,63118386
Patton,62.50000000000,62500000
Project X,54.73186500000,54731865
Jackie Brown,39.67316200000,39673162
Yentl,39.01224100000,39012241
Harold & Kumar Escape from Guantanamo Bay,38.10872800000,38108728
Philomena,37.70997900000,37709979
Time Bandits,37.40000000000,37400000
Crossroads,37.18866700000,37188667
Paper Towns,32.00030400000,32000304
Quarantine,31.69181100000,31691811
One Hour Photo,31.59713100000,31597131
The Eye,31.41869700000,31418697
Johnson Family Vacation,31.20396400000,31203964
How High,31.15543500000,31155435
Spartacus,30.00000000000,30000000
Crank,27.83840800000,27838408
The Muppet Christmas Carol,27.28150700000,27281507
Frida,25.88500000000,25885000
Katy Perry: Part of Me,25.32607100000,25326071
Top Five,25.31737900000,25317379
Rounders,22.92189800000,22921898
Casino Royale,22.74471800000,22744718
Prophecy,22.67334000000,22673340
Project Almanac,22.34824100000,22348241
Just Wright,21.54036300000,21540363
A Stir of Echoes,21.13308700000,21133087
Tales from the Crypt: Demon Knight,21.08914600000,21089146
The Boys from Brazil,19.00000000000,19000000
The Upside of Anger,18.76199300000,18761993
Aquamarine,18.59734200000,18597342
Nebraska,17.65491200000,17654912
My Baby's Daddy,17.32157300000,17321573
Max Keeble's Big Move,17.29238100000,17292381
Young Adult,16.31157100000,16311571
About Time,15.32392100000,15323921
Def Jam's How To Be a Player,14.01036300000,14010363
Living Out Loud,12.90590100000,12905901
Rachel Getting Married,12.79686100000,12796861
The Postman Always Rings Twice,12.20000000000,12200000
Girl with a Pearl Earring,11.63436200000,11634362
Das Boot,11.48767600000,11487676
House of Flying Daggers,11.05009400000,11050094
Sorority Boys,10.19876600000,10198766
Cadillac Records,8.19555100000,8195551
Arbitrage,7.91957400000,7919574
The Alamo,7.90000000000,7900000
Screwed,6.98268000000,6982680
Running With Scissors,6.86000000000,6860000
Fortress,6.73057800000,6730578
For Greater Glory,5.66908100000,5669081
For Your Consideration,5.54992300000,5549923
Celebrity,5.07866000000,5078660
From Justin to Kelly,4.92216600000,4922166
Invaders from Mars,4.88466300000,4884663
Girl 6,4.88094100000,4880941
In the Cut,4.71745500000,4717455
Charlie Bartlett,3.95029400000,3950294
Two Lovers,3.14903400000,3149034
La grande bellezza,2.88387900000,2883879
Last Orders,2.32640700000,2326407
Gwoemul,2.20192300000,2201923
The Pursuit of D.B. Cooper,2.10416400000,2104164
Ravenous,2.06240600000,2062406
The Dangerous Lives of Altar Boys,1.77928400000,1779284
Stoker,1.70312500000,1703125
Married Life,1.50699800000,1506998
2046,1.44233800000,1442338
Kill the Irishman,1.18819400000,1188194
Duma,0.87006700000,870067
Darling Companion,0.79335200000,793352
Ondine,0.55047200000,550472
Brother,0.45059400000,450594
Welcome to Collinwood,0.37865000000,378650
Life Before Her Eyes,0.30343900000,303439
Critical Care,0.22017500000,220175
Trade,0.21420200000,214202
Fateless,0.19685700000,196857
San qiang pai an jing qi,0.19094600000,190946
Breakfast of Champions,0.17828700000,178287
Company Man,0.14602800000,146028
Nanjing! Nanjing!,0.12255800000,122558
Trash,0.01748400000,17484
5 Days of War,0.01747900000,17479
10 Days in a Madhouse,0.01461600000,14616
Tu Xia Chuan Qi,0.00000000000,0
Home,0.00000000000,0
Triangle,0.00000000000,0
Supesu Batorushippu Yamato,0.00000000000,0
Drive Hard,0.00000000000,0
Dancin' It's On,0.00000000000,0
San cheng ji,0.00000000000,0
Diamonds,0.08189700000,81897
Madadayo,0.04885600000,48856
Pet Sematary,57.46917900000,57469179
Dirty Grandpa,35.59311300000,35593113
The Cry of the Owl,0.00000000000,0
St. Trinian's,0.01500000000,15000
Star Wars Ep. IV: A New Hope,460.99800700000,460998007
Gremlins,148.16845900000,148168459
Doctor Zhivago,111.72100000000,111721000
The Fighter,93.61700900000,93617009
High School Musical 3: Senior Year,90.55941600000,90559416
Jackass: Number Two,72.77871200000,72778712
My Cousin Vinny,52.92916800000,52929168
If I Stay,50.47484300000,50474843
Major League,49.79305400000,49793054
Phone Booth,46.56621200000,46566212
A Walk to Remember,41.22706900000,41227069
Dead Man Walking,39.38728400000,39387284
Brooklyn,38.32274300000,38322743
Cruel Intentions,38.23007500000,38230075
The Secret Life of Bees,37.77016200000,37770162
Woman in Gold,33.30779300000,33307793
History of the World: Part I,31.67200000000,31672000
Saw VI,27.69329200000,27693292
Corky Romano,23.97840200000,23978402
Raising Cain,21.17169500000,21171695
F.I.S.T,20.38892000000,20388920
Barry Lyndon,20.00000000000,20000000
Quartet,18.38835700000,18388357
Out Cold,13.90639400000,13906394
The Ladies Man,13.59287200000,13592872
Tomcats,13.55873900000,13558739
Inside Llewyn Davis,13.24820900000,13248209
Frailty,13.11044800000,13110448
Army of Darkness,11.50297600000,11502976
Kinsey,10.21464700000,10214647
What's Eating Gilbert Grape,9.17021400000,9170214
Slackers,4.81424400000,4814244
The Gospel of John,4.06808700000,4068087
Vera Drake,3.75380600000,3753806
The Guru,3.05122100000,3051221
Othello,2.84437900000,2844379
The Perez Family,2.79405600000,2794056
The Molly Maguires,2.20000000000,2200000
Return to the Blue Lagoon,2.00000000000,2000000
Romance and Cigarettes,0.55100200000,551002
Copying Beethoven,0.35596800000,355968
Brighton Rock,0.22965300000,229653
Le prénom,0.06161100000,61611
La famille Bélier,0.00000000000,0
LOL,0.00000000000,0
Misconduct,0.00000000000,0
Saw V,56.74676900000,56746769
Les Intouchables,13.18228100000,13182281
Jindabyne,0.39987900000,399879
Kabhi Alvida Naa Kehna,3.27544300000,3275443
Poltergeist,74.70601900000,74706019
An Ideal Husband,18.54297400000,18542974
Darkness,22.16344200000,22163442
The Last Days on Mars,0.02408400000,24084
ET: The Extra-Terrestrial,435.11055400000,435110554
2001: A Space Odyssey,56.70000000000,56700000
In the Land of Women,11.05295800000,11052958
There Goes My Baby,0.12516900000,125169
The Blue Butterfly,1.61019400000,1610194
Le Fabuleux destin d'Amélie Poulain,33.20166100000,33201661
Lovesick,10.14361800000,10143618
Housefull,1.18365800000,1183658
September Dawn,1.06655500000,1066555
Good Will Hunting,138.43343500000,138433435
The Grudge,110.35936200000,110359362
Don’t Breathe,85.57162500000,85571625
Stripes,85.30000000000,85300000
Saw III,80.23872400000,80238724
The Purge: Election Year,79.04244000000,79042440
Bring it On,68.35355000000,68353550
She's All That,63.46552200000,63465522
Saw IV,63.30009500000,63300095
Madea's Family Reunion,63.25794000000,63257940
White Noise,56.09436000000,56094360
The Color of Money,52.29300000000,52293000
Insidious Chapter 3,52.21855800000,52218558
The Mighty Ducks,50.75233700000,50752337
Precious (Based on the Novel Push by Sapphire),47.56652400000,47566524
The Best Exotic Marigold Hotel,46.38363900000,46383639
Bill & Ted's Excellent Adventure,40.48503900000,40485039
The Longest Day,39.10000000000,39100000
Happy Gilmore,38.62346000000,38623460
Jeepers Creepers,37.90417500000,37904175
Oliver!,37.40287700000,37402877
Recess: School's Out,36.69676100000,36696761
Mad Max Beyond Thunderdome,36.23021900000,36230219
Pete’s Dragon,36.00000000000,36000000
The Boy,35.81955600000,35819556
Commando,35.07397800000,35073978
Devil,33.67965500000,33679655
Friday After Next,33.25360900000,33253609
The Second Best Exotic Marigold Hotel,33.07826600000,33078266
The Last Dragon,33.00000000000,33000000
The Lawnmower Man,32.10081600000,32100816
Nick and Norah's Infinite Playlist,31.48729300000,31487293
Dogma,30.65142200000,30651422
The Banger Sisters,30.30628100000,30306281
Snatch,30.09310700000,30093107
Road House,30.05002800000,30050028
Twilight Zone: The Movie,29.50000000000,29500000
A Low Down Dirty Shame,29.31788600000,29317886
One Direction: This is Us,28.87337400000,28873374
When the Bough Breaks,28.86588000000,28865880
Swimfan,28.56499500000,28564995
Employee of the Month,28.44485500000,28444855
Sinister 2,27.74095500000,27740955
The Forest,26.59426100000,26594261
The Fourth Kind,26.21817000000,26218170
The Outsiders,25.69764700000,25697647
Can't Hardly Wait,25.35899600000,25358996
Sparkle,24.39746900000,24397469
Mud,21.59008600000,21590086
Skyline,21.41635500000,21416355
The Dead Zone,20.76600000000,20766000
Valentine,20.38413600000,20384136
A Prairie Home Companion,20.34285200000,20342852
Reno 911!: Miami,20.34216100000,20342161
Jane Austen's Mafia,19.84379500000,19843795
Blair Witch,19.58113000000,19581130
Paranormal Activity: The Ghost Dimension,18.29712400000,18297124
Sugar Hill,18.27244700000,18272447
Kit Kittredge: An American Girl,17.65797300000,17657973
Invasion U.S.A.,17.53625600000,17536256
Roll Bounce,17.38086600000,17380866
Rushmore,17.10521900000,17105219
Tremors,16.66708400000,16667084
The Perfect Man,16.53500500000,16535005
Mo' Better Blues,16.15300000000,16153000
Kung Pow: Enter the Fist,16.03355600000,16033556
Wrong Turn,15.41777100000,15417771
The Long Riders,15.19891200000,15198912
The Corruptor,15.16449200000,15164492
"The Goods: Live Hard, Sell Hard",15.12267600000,15122676
My Week with Marilyn,14.59740500000,14597405
Big Eyes,14.48203100000,14482031
Hey Arnold! The Movie,13.68494900000,13684949
The Matador,12.58925500000,12589255
Love Jones,12.55456900000,12554569
The Gift,12.00864200000,12008642
End of the Spear,11.74866100000,11748661
Get Over It,11.56025900000,11560259
